gauge,date,daily_temp
RVB,10/9/2007,63.26521739
RVB,10/10/2007,63.41818182
RVB,10/11/2007,63.45454545
RVB,10/12/2007,63.31666667
RVB,10/13/2007,62.95217391
RVB,10/14/2007,62.99090909
RVB,10/15/2007,62.85909091
RVB,10/16/2007,62.27083333
RVB,10/17/2007,61.9
RVB,10/18/2007,61.70416667
RVB,10/19/2007,61.84782609
RVB,10/20/2007,61.97391304
RVB,10/21/2007,61.49130435
RVB,10/22/2007,60.98695652
RVB,10/23/2007,61.00909091
RVB,10/24/2007,61.24782609
RVB,10/25/2007,61.6125
RVB,10/26/2007,61.63478261
RVB,10/27/2007,61.53333333
RVB,10/28/2007,67.31304348
RVB,10/29/2007,65.62608696
RVB,10/30/2007,61.4173913
RVB,10/31/2007,61.23043478
RVB,11/1/2007,61.30434783
RVB,11/2/2007,61.42173913
RVB,11/3/2007,61.53913043
RVB,11/4/2007,61.56956522
RVB,11/5/2007,61.4826087
RVB,11/6/2007,61.25238095
RVB,11/7/2007,61.10833333
RVB,11/8/2007,60.75652174
RVB,11/9/2007,60.36956522
RVB,11/10/2007,60.05909091
RVB,11/11/2007,59.87391304
RVB,11/12/2007,59.5826087
RVB,11/13/2007,59.46956522
RVB,11/14/2007,59.44782609
RVB,11/15/2007,59.54583333
RVB,11/16/2007,59.55416667
RVB,11/17/2007,59.325
RVB,11/18/2007,59.2625
RVB,11/19/2007,59.25416667
RVB,11/20/2007,58.92916667
RVB,11/21/2007,58.16666667
RVB,11/22/2007,57.49583333
RVB,11/23/2007,56.67083333
RVB,11/24/2007,55.7125
RVB,11/25/2007,55.2125
RVB,11/26/2007,54.725
RVB,11/27/2007,54.27916667
RVB,11/28/2007,53.67916667
RVB,11/29/2007,52.97916667
RVB,11/30/2007,52.48333333
RVB,12/1/2007,51.77083333
RVB,12/2/2007,51.1375
RVB,12/3/2007,50.98333333
RVB,12/4/2007,51.13043478
RVB,12/5/2007,51.29130435
RVB,12/6/2007,51.4625
RVB,12/7/2007,51.5
RVB,12/8/2007,51.36521739
RVB,12/9/2007,49.35416667
RVB,12/10/2007,50.84583333
RVB,12/11/2007,50.55
RVB,12/12/2007,50.12083333
RVB,12/13/2007,49.7
RVB,12/14/2007,49.3375
RVB,12/15/2007,48.87916667
RVB,12/16/2007,48.42083333
RVB,12/17/2007,48.17083333
RVB,12/18/2007,48.09130435
RVB,12/19/2007,48.0826087
RVB,12/20/2007,48.42916667
RVB,12/21/2007,48.55416667
RVB,12/22/2007,48.4125
RVB,12/23/2007,48.39583333
RVB,12/24/2007,48.48333333
RVB,12/25/2007,48.125
RVB,12/26/2007,47.65
RVB,12/27/2007,47
RVB,12/28/2007,46.37826087
RVB,12/29/2007,46.025
RVB,12/30/2007,46.05
RVB,12/31/2007,45.875
RVB,1/1/2008,45.70833333
RVB,1/2/2008,45.73333333
RVB,1/3/2008,45.83333333
RVB,1/4/2008,42.48333333
RVB,1/5/2008,46.15833333
RVB,1/6/2008,46.35
RVB,1/7/2008,46.7
RVB,1/8/2008,46.85
RVB,1/9/2008,46.77916667
RVB,1/10/2008,46.80833333
RVB,1/11/2008,46.95833333
RVB,1/12/2008,47.30416667
RVB,1/13/2008,47.59166667
RVB,1/14/2008,47.7625
RVB,1/15/2008,47.9625
RVB,1/16/2008,48.02083333
RVB,1/17/2008,47.725
RVB,1/18/2008,47.70833333
RVB,1/19/2008,47.87916667
RVB,1/20/2008,47.8
RVB,1/21/2008,47.3625
RVB,1/22/2008,46.87916667
RVB,1/23/2008,46.34583333
RVB,1/24/2008,46
RVB,1/25/2008,45.86666667
RVB,1/26/2008,46.25
RVB,1/27/2008,46.6
RVB,1/28/2008,46.89583333
RVB,1/29/2008,46.97083333
RVB,1/30/2008,46.175
RVB,1/31/2008,46.275
RVB,2/1/2008,45.72173913
RVB,2/2/2008,45.34583333
RVB,2/3/2008,45.14583333
RVB,2/4/2008,45.325
RVB,2/5/2008,45.24583333
RVB,2/6/2008,45.30416667
RVB,2/7/2008,45.7
RVB,2/8/2008,46.05833333
RVB,2/9/2008,46.79166667
RVB,2/10/2008,47.69583333
RVB,2/11/2008,48.63333333
RVB,2/12/2008,49.67083333
RVB,2/13/2008,50.64166667
RVB,2/14/2008,50.88695652
RVB,2/15/2008,50.7375
RVB,2/16/2008,50.9875
RVB,2/17/2008,51.35833333
RVB,2/18/2008,51.47083333
RVB,2/19/2008,51.37083333
RVB,2/20/2008,29.9
RVB,2/21/2008,51.4875
RVB,2/22/2008,51.49130435
RVB,2/23/2008,51.5
RVB,2/24/2008,51.225
RVB,2/25/2008,51.1
RVB,2/26/2008,50.94583333
RVB,2/27/2008,50.85
RVB,2/28/2008,50.975
RVB,2/29/2008,51.82083333
RVB,3/1/2008,53.06666667
RVB,3/2/2008,54.19166667
RVB,3/3/2008,54.15416667
RVB,3/4/2008,52.64347826
RVB,3/5/2008,54.7375
RVB,3/6/2008,54.52083333
RVB,3/7/2008,54.42083333
RVB,3/8/2008,54.48333333
RVB,3/9/2008,54.74347826
RVB,3/10/2008,55.29166667
RVB,3/11/2008,55.77916667
RVB,3/12/2008,56.05
RVB,3/13/2008,56.41666667
RVB,3/14/2008,56.8125
RVB,3/15/2008,57.00416667
RVB,3/16/2008,56.95833333
RVB,3/17/2008,56.54583333
RVB,3/18/2008,56.72916667
RVB,3/19/2008,57.2125
RVB,3/20/2008,57.375
RVB,3/21/2008,57.19583333
RVB,3/22/2008,57.22916667
RVB,3/23/2008,57.64166667
RVB,3/24/2008,58.25
RVB,3/25/2008,58.8
RVB,3/26/2008,59.05416667
RVB,3/27/2008,58.90833333
RVB,3/28/2008,58.7375
RVB,3/29/2008,58.9
RVB,3/30/2008,59.00416667
RVB,3/31/2008,58.95416667
RVB,4/1/2008,58.97083333
RVB,4/2/2008,59.15833333
RVB,4/3/2008,59.24166667
RVB,4/4/2008,59.19583333
RVB,4/5/2008,58.89583333
RVB,4/6/2008,58.63333333
RVB,4/7/2008,58.37083333
RVB,4/8/2008,58.37916667
RVB,4/9/2008,58.075
RVB,4/10/2008,58.325
RVB,4/11/2008,59.22083333
RVB,4/12/2008,60.67916667
RVB,4/13/2008,62.10833333
RVB,4/14/2008,63.05
RVB,4/15/2008,62.57916667
RVB,4/16/2008,62.07916667
RVB,4/17/2008,62.22608696
RVB,4/18/2008,62.9625
RVB,4/19/2008,62.87916667
RVB,4/20/2008,61.6875
RVB,4/21/2008,60.71666667
RVB,4/22/2008,60.4125
RVB,4/23/2008,60.55416667
RVB,4/24/2008,60.48333333
RVB,4/25/2008,60.7125
RVB,4/26/2008,61.3875
RVB,4/27/2008,62.4
RVB,4/28/2008,63.3375
RVB,4/29/2008,63.6625
RVB,4/30/2008,63.25416667
RVB,5/1/2008,62.97083333
RVB,5/2/2008,63.13333333
RVB,5/3/2008,63.30416667
RVB,5/4/2008,63.725
RVB,5/5/2008,63.80416667
RVB,5/6/2008,63.83333333
RVB,5/7/2008,64.1125
RVB,5/8/2008,64.32916667
RVB,5/9/2008,64.54583333
RVB,5/10/2008,64.92916667
RVB,5/11/2008,65.625
RVB,5/12/2008,66.1125
RVB,5/13/2008,66.42083333
RVB,5/14/2008,67.22083333
RVB,5/15/2008,68.25833333
RVB,5/16/2008,69.55416667
RVB,5/17/2008,70.45833333
RVB,5/18/2008,70.825
RVB,5/19/2008,70.87916667
RVB,5/20/2008,70.75
RVB,5/21/2008,69.9
RVB,5/22/2008,68.62916667
RVB,5/23/2008,68.09583333
RVB,5/24/2008,67.6375
RVB,5/25/2008,67.22083333
RVB,5/26/2008,66.87083333
RVB,5/27/2008,66.32916667
RVB,5/28/2008,65.75
RVB,5/29/2008,65.29166667
RVB,5/30/2008,65.175
RVB,5/31/2008,65.24166667
RVB,6/1/2008,65.27916667
RVB,6/2/2008,65.39166667
RVB,6/3/2008,65.525
RVB,6/4/2008,65.725
RVB,6/5/2008,66.38333333
RVB,6/6/2008,66.9
RVB,6/7/2008,67.23333333
RVB,6/8/2008,67.75416667
RVB,6/9/2008,68.77916667
RVB,6/10/2008,69.8
RVB,6/11/2008,69.61666667
RVB,6/12/2008,69.30416667
RVB,6/13/2008,69.96666667
RVB,6/14/2008,70.0375
RVB,6/15/2008,69.74166667
RVB,6/16/2008,69.50416667
RVB,6/17/2008,69.37083333
RVB,6/18/2008,69.76666667
RVB,6/19/2008,70.325
RVB,6/20/2008,71.325
RVB,6/21/2008,72.4625
RVB,6/22/2008,72.8
RVB,6/23/2008,72.49583333
RVB,6/24/2008,72.125
RVB,6/25/2008,72.125
RVB,6/26/2008,71.8
RVB,6/27/2008,71.57083333
RVB,6/28/2008,71.14583333
RVB,6/29/2008,70.41666667
RVB,6/30/2008,69.90833333
RVB,7/1/2008,69.67916667
RVB,7/2/2008,69.61666667
RVB,7/3/2008,69.72083333
RVB,7/4/2008,70.14166667
RVB,7/5/2008,70.6875
RVB,7/6/2008,71.75833333
RVB,7/7/2008,72.84166667
RVB,7/8/2008,74.15833333
RVB,7/9/2008,75.05416667
RVB,7/10/2008,75.53333333
RVB,7/11/2008,75.26666667
RVB,7/12/2008,74.40833333
RVB,7/13/2008,74.05833333
RVB,7/14/2008,73.83333333
RVB,7/15/2008,73.2625
RVB,7/16/2008,72.39583333
RVB,7/17/2008,71.97916667
RVB,7/18/2008,71.75833333
RVB,7/19/2008,71.90434783
RVB,7/20/2008,71.77083333
RVB,7/21/2008,70.9375
RVB,7/22/2008,70.49583333
RVB,7/23/2008,68.46086957
RVB,7/24/2008,71.49583333
RVB,7/25/2008,71.78333333
RVB,7/26/2008,72.04583333
RVB,7/27/2008,72.16666667
RVB,7/28/2008,71.98333333
RVB,7/29/2008,71.67916667
RVB,7/30/2008,71.55217391
RVB,7/31/2008,71.86666667
RVB,8/1/2008,71.85833333
RVB,8/2/2008,72.0125
RVB,8/3/2008,72.03333333
RVB,8/4/2008,72.02083333
RVB,8/5/2008,72.025
RVB,8/6/2008,71.84166667
RVB,8/7/2008,71.79583333
RVB,8/8/2008,71.425
RVB,8/9/2008,70.93333333
RVB,8/10/2008,71.22916667
RVB,8/11/2008,71.925
RVB,8/12/2008,72.22083333
RVB,8/13/2008,73.0625
RVB,8/14/2008,73.67083333
RVB,8/15/2008,73.97916667
RVB,8/16/2008,74.02083333
RVB,8/17/2008,73.425
RVB,8/18/2008,72.84583333
RVB,8/19/2008,72.15
RVB,8/20/2008,71.62083333
RVB,8/21/2008,71.79583333
RVB,8/22/2008,72.42083333
RVB,8/23/2008,72.81666667
RVB,8/24/2008,72.85
RVB,8/25/2008,72.95833333
RVB,8/26/2008,72.88333333
RVB,8/27/2008,73.23333333
RVB,8/28/2008,73.76666667
RVB,8/29/2008,74.47916667
RVB,8/30/2008,74.675
RVB,8/31/2008,73.97916667
RVB,9/1/2008,73.13333333
RVB,9/2/2008,72.325
RVB,9/3/2008,72.45
RVB,9/4/2008,72.85416667
RVB,9/5/2008,73.2375
RVB,9/6/2008,73.35833333
RVB,9/7/2008,73.32916667
RVB,9/8/2008,72.97916667
RVB,9/9/2008,72.2125
RVB,9/10/2008,71.16666667
RVB,9/11/2008,70.6875
RVB,9/12/2008,70.40416667
RVB,9/13/2008,69.925
RVB,9/14/2008,69.51666667
RVB,9/15/2008,69.39166667
RVB,9/16/2008,69.275
RVB,9/17/2008,68.58333333
RVB,9/18/2008,67.75833333
RVB,9/19/2008,67.25833333
RVB,9/20/2008,67.19583333
RVB,9/21/2008,67.29166667
RVB,9/22/2008,67.2875
RVB,9/23/2008,67.70909091
RVB,9/24/2008,68.09
RVB,9/25/2008,68.86666667
RVB,9/26/2008,69
RVB,9/27/2008,69.59130435
RVB,9/28/2008,70.01666667
RVB,9/29/2008,69.9375
RVB,9/30/2008,69.56666667
RVB,10/1/2008,69.5875
RVB,10/2/2008,69.6
RVB,10/3/2008,69.27916667
RVB,10/4/2008,68.8375
RVB,10/5/2008,68.34583333
RVB,10/6/2008,68.13478261
RVB,10/7/2008,68.29583333
RVB,10/8/2008,68.45
RVB,10/9/2008,68.17083333
RVB,10/10/2008,66.70416667
RVB,10/11/2008,64.4125
RVB,10/12/2008,62.55
RVB,10/13/2008,61.375
RVB,10/14/2008,61.08333333
RVB,10/15/2008,61.1875
RVB,10/16/2008,61.40416667
RVB,10/17/2008,61.60416667
RVB,10/18/2008,61.8
RVB,10/19/2008,61.66666667
RVB,10/20/2008,61.29166667
RVB,10/21/2008,61.0625
RVB,10/22/2008,61.03333333
RVB,10/23/2008,61.2875
RVB,10/24/2008,61.67083333
RVB,10/25/2008,62.0875
RVB,10/26/2008,62.45
RVB,10/27/2008,62.62083333
RVB,10/28/2008,62.70416667
RVB,10/29/2008,62.85833333
RVB,10/30/2008,62.8375
RVB,10/31/2008,62.54166667
RVB,11/1/2008,62.325
RVB,11/3/2008,61.725
RVB,11/5/2008,59.71666667
RVB,11/6/2008,59.325
RVB,11/7/2008,59.07916667
RVB,11/8/2008,58.94375
RVB,11/10/2008,58.14
RVB,11/11/2008,57.9875
RVB,11/12/2008,57.95652174
RVB,11/13/2008,58.22916667
RVB,11/14/2008,58.475
RVB,11/15/2008,58.63333333
RVB,11/16/2008,58.7625
RVB,11/17/2008,58.87083333
RVB,11/18/2008,58.97083333
RVB,11/19/2008,58.975
RVB,11/20/2008,58.79583333
RVB,11/21/2008,58.63333333
RVB,11/22/2008,58.34583333
RVB,11/23/2008,58.10416667
RVB,11/24/2008,57.825
RVB,11/25/2008,57.55909091
RVB,11/26/2008,57.275
RVB,11/27/2008,57
RVB,11/28/2008,56.7125
RVB,11/29/2008,56.30833333
RVB,11/30/2008,55.95
RVB,12/1/2008,55.6375
RVB,12/3/2008,54.5625
RVB,12/4/2008,54.14583333
RVB,12/5/2008,53.75416667
RVB,12/6/2008,53.40416667
RVB,12/7/2008,53.10416667
RVB,12/8/2008,52.75
RVB,12/9/2008,52.17083333
RVB,12/10/2008,51.7375
RVB,12/11/2008,51.43333333
RVB,12/12/2008,51.14166667
RVB,12/13/2008,51.03333333
RVB,12/14/2008,50.19583333
RVB,12/15/2008,49.2625
RVB,12/16/2008,46.48333333
RVB,12/17/2008,44.34166667
RVB,12/18/2008,46.83333333
RVB,12/19/2008,46.37916667
RVB,12/20/2008,46.0875
RVB,12/21/2008,45.975
RVB,12/22/2008,45.8625
RVB,12/23/2008,45.70416667
RVB,12/24/2008,45.56666667
RVB,12/25/2008,45.6625
RVB,12/26/2008,45.50416667
RVB,12/27/2008,45.475
RVB,12/28/2008,45.79583333
RVB,12/29/2008,46.27083333
RVB,12/30/2008,46.52916667
RVB,12/31/2008,46.60833333
RVB,1/1/2009,46.60833333
RVB,1/2/2009,46.575
RVB,1/3/2009,46.47916667
RVB,1/4/2009,46.125
RVB,1/5/2009,46.00833333
RVB,1/6/2009,46.04166667
RVB,1/7/2009,46.17916667
RVB,1/8/2009,46.18333333
RVB,1/9/2009,46.02083333
RVB,1/10/2009,45.94285714
RVB,1/11/2009,45.89166667
RVB,1/12/2009,45.925
RVB,1/13/2009,45.8875
RVB,1/14/2009,46.29166667
RVB,1/15/2009,46.50833333
RVB,1/16/2009,46.75416667
RVB,1/17/2009,47.10416667
RVB,1/18/2009,47.55416667
RVB,1/19/2009,48.125
RVB,1/20/2009,48.61666667
RVB,1/21/2009,48.99583333
RVB,1/22/2009,49.3
RVB,1/23/2009,49.73333333
RVB,1/24/2009,50.09583333
RVB,1/25/2009,50.24583333
RVB,1/26/2009,50.15416667
RVB,1/27/2009,49.82916667
RVB,1/28/2009,49.65714286
RVB,1/29/2009,49.77083333
RVB,1/30/2009,49.775
RVB,1/31/2009,49.72916667
RVB,2/1/2009,49.74166667
RVB,2/2/2009,49.77083333
RVB,2/3/2009,49.9625
RVB,2/4/2009,50.17083333
RVB,2/5/2009,50.43333333
RVB,2/6/2009,50.77916667
RVB,2/7/2009,51.06666667
RVB,2/8/2009,51.29166667
RVB,2/9/2009,51.21666667
RVB,2/10/2009,51.00416667
RVB,2/11/2009,50.94583333
RVB,2/12/2009,50.88333333
RVB,2/13/2009,50.81666667
RVB,2/14/2009,50.58333333
RVB,2/15/2009,50.18333333
RVB,2/16/2009,49.6875
RVB,2/17/2009,49.10416667
RVB,2/18/2009,48.4375
RVB,2/19/2009,48.44166667
RVB,2/20/2009,48.4125
RVB,2/21/2009,48.625
RVB,2/22/2009,49.02916667
RVB,2/23/2009,50
RVB,2/24/2009,51.4375
RVB,2/25/2009,53.1
RVB,2/26/2009,53.7375
RVB,2/27/2009,53.8875
RVB,2/28/2009,54.19583333
RVB,3/1/2009,54.21666667
RVB,3/2/2009,54.19583333
RVB,3/3/2009,54.32916667
RVB,3/4/2009,54.2
RVB,3/5/2009,53.38333333
RVB,3/6/2009,53.1375
RVB,3/7/2009,52.85
RVB,3/8/2009,52.99565217
RVB,3/9/2009,53
RVB,3/10/2009,52.9875
RVB,3/11/2009,53.2625
RVB,3/12/2009,53.73333333
RVB,3/13/2009,54.10833333
RVB,3/14/2009,54.32916667
RVB,3/15/2009,54.32916667
RVB,3/16/2009,54.6375
RVB,3/17/2009,55.3625
RVB,3/18/2009,56.10833333
RVB,3/19/2009,56.97083333
RVB,3/20/2009,57.86666667
RVB,3/21/2009,58.53333333
RVB,3/22/2009,58.2375
RVB,3/23/2009,57.51666667
RVB,3/24/2009,57.27083333
RVB,3/25/2009,57.47083333
RVB,3/26/2009,57.8173913
RVB,3/27/2009,58.26818182
RVB,3/28/2009,58.87083333
RVB,3/29/2009,59.20833333
RVB,3/30/2009,58.36666667
RVB,3/31/2009,58.03478261
RVB,4/1/2009,58.37083333
RVB,4/2/2009,58.84583333
RVB,4/3/2009,58.99583333
RVB,4/4/2009,58.76666667
RVB,4/5/2009,58.9375
RVB,4/6/2009,59.56666667
RVB,4/7/2009,59.84166667
RVB,4/8/2009,59.42083333
RVB,4/9/2009,59.25416667
RVB,4/10/2009,59.0625
RVB,4/11/2009,58.80833333
RVB,4/12/2009,58.7875
RVB,4/13/2009,59.35
RVB,4/14/2009,59.61666667
RVB,4/15/2009,59.10833333
RVB,4/16/2009,58.82916667
RVB,4/17/2009,58.975
RVB,4/18/2009,59.55
RVB,4/19/2009,60.64166667
RVB,4/20/2009,62.08333333
RVB,4/21/2009,63.4125
RVB,4/22/2009,64.64583333
RVB,4/23/2009,65.09166667
RVB,4/24/2009,64.675
RVB,4/25/2009,64.05833333
RVB,4/26/2009,63.91666667
RVB,4/27/2009,64.01666667
RVB,4/28/2009,63.2875
RVB,4/29/2009,62.2
RVB,4/30/2009,61.30416667
RVB,5/1/2009,61.05416667
RVB,5/2/2009,60.7625
RVB,5/3/2009,60.42083333
RVB,5/4/2009,60.42916667
RVB,5/5/2009,60.54166667
RVB,5/6/2009,61.1
RVB,5/7/2009,61.6875
RVB,5/8/2009,61.74166667
RVB,5/9/2009,62.2
RVB,5/10/2009,63.175
RVB,5/11/2009,64.05416667
RVB,5/12/2009,64.23333333
RVB,5/13/2009,64.48333333
RVB,5/14/2009,64.925
RVB,5/15/2009,65.47083333
RVB,5/16/2009,66.55833333
RVB,5/17/2009,67.90833333
RVB,5/18/2009,68.7125
RVB,5/19/2009,68.63333333
RVB,5/20/2009,68.275
RVB,5/21/2009,68.3875
RVB,5/22/2009,68.50833333
RVB,5/23/2009,68.225
RVB,5/24/2009,67.58333333
RVB,5/25/2009,67.14166667
RVB,5/26/2009,67.25833333
RVB,5/27/2009,67.90833333
RVB,5/28/2009,68.55
RVB,5/29/2009,68.69583333
RVB,5/30/2009,68.3125
RVB,5/31/2009,67.82916667
RVB,6/1/2009,67.53333333
RVB,6/2/2009,67.40833333
RVB,6/3/2009,67.79583333
RVB,6/4/2009,67.99583333
RVB,6/5/2009,67.80833333
RVB,6/6/2009,67.8125
RVB,6/7/2009,67.90833333
RVB,6/8/2009,67.95833333
RVB,6/9/2009,67.80833333
RVB,6/10/2009,67.6125
RVB,6/11/2009,67.78333333
RVB,6/12/2009,67.96666667
RVB,6/13/2009,67.9125
RVB,6/14/2009,67.93333333
RVB,6/15/2009,68.10416667
RVB,6/16/2009,68.19583333
RVB,6/17/2009,68.43333333
RVB,6/18/2009,69.05833333
RVB,6/19/2009,69.73333333
RVB,6/20/2009,69.69166667
RVB,6/21/2009,69.38333333
RVB,6/22/2009,69.7875
RVB,6/23/2009,70.525
RVB,6/24/2009,71.18333333
RVB,6/25/2009,71.25
RVB,6/26/2009,71.27083333
RVB,6/27/2009,71.975
RVB,6/28/2009,73.15
RVB,6/29/2009,73.89583333
RVB,6/30/2009,73.88695652
RVB,7/1/2009,73.525
RVB,7/2/2009,72.87391304
RVB,7/3/2009,72.29583333
RVB,7/4/2009,71.77083333
RVB,7/5/2009,70.825
RVB,7/6/2009,69.58333333
RVB,7/7/2009,69.05
RVB,7/8/2009,69.16666667
RVB,7/9/2009,69.4875
RVB,7/10/2009,69.70416667
RVB,7/11/2009,69.87083333
RVB,7/12/2009,69.8375
RVB,7/13/2009,69.82083333
RVB,7/14/2009,70.52916667
RVB,7/15/2009,71.20833333
RVB,7/16/2009,71.60833333
RVB,7/17/2009,72
RVB,7/18/2009,72.3
RVB,7/19/2009,72.85416667
RVB,7/20/2009,72.9625
RVB,7/21/2009,72.3375
RVB,7/22/2009,71.7875
RVB,7/23/2009,71.55833333
RVB,7/24/2009,71.4125
RVB,7/25/2009,71.00833333
RVB,7/26/2009,71.18333333
RVB,7/27/2009,71.69166667
RVB,7/28/2009,72.02083333
RVB,7/29/2009,71.59583333
RVB,7/30/2009,71.02083333
RVB,7/31/2009,70.74583333
RVB,8/1/2009,70.65416667
RVB,8/2/2009,70.25
RVB,8/3/2009,69.675
RVB,8/4/2009,69.47083333
RVB,8/5/2009,69.67916667
RVB,8/6/2009,69.675
RVB,8/7/2009,69.6875
RVB,8/8/2009,70.01666667
RVB,8/9/2009,70.7
RVB,8/10/2009,71.49583333
RVB,8/11/2009,71.90416667
RVB,8/12/2009,71.79166667
RVB,8/13/2009,71.95833333
RVB,8/14/2009,71.82608696
RVB,8/15/2009,71.59166667
RVB,8/16/2009,71.9125
RVB,8/17/2009,72.20833333
RVB,8/18/2009,72.24166667
RVB,8/19/2009,72.05
RVB,8/20/2009,71.375
RVB,8/21/2009,71.18333333
RVB,8/22/2009,71.67916667
RVB,8/23/2009,71.61666667
RVB,8/24/2009,71.04166667
RVB,8/25/2009,70.91666667
RVB,8/26/2009,71.09583333
RVB,8/27/2009,71.17916667
RVB,8/28/2009,71.7625
RVB,8/29/2009,72.25416667
RVB,8/30/2009,72.45416667
RVB,8/31/2009,72.1375
RVB,9/1/2009,71.6625
RVB,9/2/2009,71.72916667
RVB,9/3/2009,71.95
RVB,9/4/2009,71.77916667
RVB,9/5/2009,71.14583333
RVB,9/6/2009,70.74583333
RVB,9/7/2009,70.575
RVB,9/8/2009,70.575
RVB,9/9/2009,70.67916667
RVB,9/10/2009,70.95416667
RVB,9/11/2009,71.47083333
RVB,9/12/2009,71.45416667
RVB,9/13/2009,70.62083333
RVB,9/14/2009,70.00833333
RVB,9/15/2009,69.95
RVB,9/16/2009,70.1125
RVB,9/17/2009,70.3
RVB,9/18/2009,70.75833333
RVB,9/19/2009,71.225
RVB,9/20/2009,71.38333333
RVB,9/21/2009,71.6375
RVB,9/22/2009,71.90416667
RVB,9/23/2009,72.125
RVB,9/24/2009,72.0375
RVB,9/25/2009,71.92083333
RVB,9/26/2009,72.30416667
RVB,9/27/2009,72.79166667
